State,Year,NAEP,US NAEP
Delaware,2019,217.6868,220.4741
District of Columbia,2019,214.2787,220.4741
DoDEA,2019,234.8964,220.4741
Florida,2019,224.7123,220.4741
Georgia,2019,217.9826,220.4741
Hawaii,2019,217.5321,220.4741
Idaho,2019,222.5059,220.4741
Illinois,2019,218.1722,220.4741
Indiana,2019,221.813,220.4741
Iowa,2019,220.5029,220.4741
Kansas,2019,219.1336,220.4741
Kentucky,2019,220.9299,220.4741
Louisiana,2019,209.8731,220.4741
Maine,2019,221.2365,220.4741
Maryland,2019,219.8389,220.4741
Massachusetts,2019,231.0911,220.4741
Michigan,2019,218.267,220.4741
Minnesota,2019,222.3932,220.4741
Mississippi,2019,219.3422,220.4741
Missouri,2019,218.0016,220.4741
Montana,2019,221.6791,220.4741
Nebraska,2019,222.3621,220.4741
Nevada,2019,217.6176,220.4741
New Hampshire,2019,224.264,220.4741
New Jersey,2019,227.1894,220.4741
New Mexico,2019,207.5647,220.4741
New York,2019,219.6042,220.4741
North Carolina,2019,221.28,220.4741
North Dakota,2019,221.177,220.4741
Ohio,2019,221.9693,220.4741
Oklahoma,2019,216.3507,220.4741
Oregon,2019,217.7177,220.4741
Pennsylvania,2019,223.2134,220.4741
Rhode Island,2019,220.1935,220.4741
South Carolina,2019,215.9817,220.4741
South Dakota,2019,222.0045,220.4741
Tennessee,2019,219.0611,220.4741
Texas,2019,216.045,220.4741
Utah,2019,225.1486,220.4741
Vermont,2019,221.8259,220.4741
Virginia,2019,223.6418,220.4741
Washington,2019,219.6928,220.4741
West Virginia,2019,213.1845,220.4741
Wisconsin,2019,219.7043,220.4741
Wyoming,2019,226.6903,220.4741
United States,2017,221.8929,221.8929
Alabama,2017,216.4198,221.8929
Alaska,2017,207.0376,221.8929
Arizona,2017,215.466,221.8929
Arkansas,2017,216.108,221.8929
California,2017,215.4218,221.8929
Colorado,2017,224.6916,221.8929
Connecticut,2017,228.3553,221.8929
Delaware,2017,221.4822,221.8929
District of Columbia,2017,213.382,221.8929
DoDEA,2017,234.4675,221.8929
Florida,2017,228.2726,221.8929
Georgia,2017,219.6829,221.8929
Hawaii,2017,216.3645,221.8929
Idaho,2017,222.7911,221.8929
Illinois,2017,220.3659,221.8929
Indiana,2017,226.418,221.8929
Iowa,2017,221.7473,221.8929
Kansas,2017,223.2684,221.8929
Kentucky,2017,224.0806,221.8929
Louisiana,2017,211.6005,221.8929
Maine,2017,221.3886,221.8929
Maryland,2017,225.0493,221.8929
Massachusetts,2017,235.6997,221.8929
Michigan,2017,217.7532,221.8929
Minnesota,2017,224.5385,221.8929
Mississippi,2017,215.2033,221.8929
Missouri,2017,222.6811,221.8929
Montana,2017,222.3267,221.8929
Nebraska,2017,224.0962,221.8929
Nevada,2017,214.8417,221.8929
New Hampshire,2017,228.9006,221.8929
New Jersey,2017,232.9433,221.8929
New Mexico,2017,207.7044,221.8929
New York,2017,221.884,221.8929
North Carolina,2017,223.9309,221.8929
North Dakota,2017,221.5193,221.8929
Ohio,2017,225.2611,221.8929
Oklahoma,2017,216.5878,221.8929
Oregon,2017,217.5311,221.8929
Pennsylvania,2017,224.9247,221.8929
Rhode Island,2017,223.3534,221.8929
South Carolina,2017,213.1278,221.8929
South Dakota,2017,221.7501,221.8929
Tennessee,2017,218.9528,221.8929
Texas,2017,214.8785,221.8929
Utah,2017,225.1592,221.8929
Vermont,2017,226.4453,221.8929
Virginia,2017,227.5984,221.8929
Washington,2017,223.1234,221.8929
West Virginia,2017,217.3164,221.8929
Wisconsin,2017,219.6127,221.8929
Wyoming,2017,226.8312,221.8929
United States,2015,222.5178,222.5178
Alabama,2015,217.0491,222.5178
Alaska,2015,212.7926,222.5178
Arizona,2015,215.3113,222.5178
Arkansas,2015,218.0775,222.5178
California,2015,212.6779,222.5178
Colorado,2015,224.0232,222.5178
Connecticut,2015,228.9475,222.5178
Delaware,2015,223.6987,222.5178
District of Columbia,2015,212.3053,222.5178
DoDEA,2015,233.7591,222.5178
Florida,2015,227.189,222.5178
Georgia,2015,222.0135,222.5178
Hawaii,2015,215.1243,222.5178
Idaho,2015,221.6901,222.5178
Illinois,2015,222.0223,222.5178
Indiana,2015,227.2789,222.5178
Iowa,2015,223.6294,222.5178
Kansas,2015,221.0899,222.5178
Kentucky,2015,228.0552,222.5178
Louisiana,2015,216.1993,222.5178
Maine,2015,223.7286,222.5178
Maryland,2015,222.9442,222.5178
Massachusetts,2015,235.2754,222.5178
Michigan,2015,216.3066,222.5178
Minnesota,2015,223.3529,222.5178
Mississippi,2015,214.1107,222.5178
Missouri,2015,222.7255,222.5178
Montana,2015,224.7574,222.5178
Nebraska,2015,226.6346,222.5178
Nevada,2015,214.4256,222.5178
New Hampshire,2015,231.9498,222.5178
New Jersey,2015,229.4877,222.5178
New Mexico,2015,207.2404,222.5178
New York,2015,222.6463,222.5178
North Carolina,2015,225.8106,222.5178
North Dakota,2015,224.692,222.5178
Ohio,2015,224.9304,222.5178
Oklahoma,2015,221.8305,222.5178
Oregon,2015,220.2227,222.5178
Pennsylvania,2015,226.6708,222.5178
Rhode Island,2015,225.4855,222.5178
South Carolina,2015,217.9697,222.5178
South Dakota,2015,220.4695,222.5178
Tennessee,2015,218.6133,222.5178
Texas,2015,217.9429,222.5178
Utah,2015,226.1431,222.5178
Vermont,2015,230.0986,222.5178
Virginia,2015,228.9713,222.5178
Washington,2015,225.8929,222.5178
West Virginia,2015,216.2533,222.5178
Wisconsin,2015,223.3564,222.5178
Wyoming,2015,228.1608,222.5178
United States,2013,221.8322,221.8322
Alabama,2013,218.576,221.8322
Alaska,2013,209.3473,221.8322
Arizona,2013,213.1341,221.8322
Arkansas,2013,218.5239,221.8322
California,2013,212.546,221.8322
Colorado,2013,226.6632,221.8322
Connecticut,2013,229.5816,221.8322
Delaware,2013,225.7717,221.8322
District of Columbia,2013,205.6139,221.8322
DoDEA,2013,232.1123,221.8322
Florida,2013,227.4632,221.8322
Georgia,2013,221.8367,221.8322
Hawaii,2013,214.8439,221.8322
Idaho,2013,219.303,221.8322
Illinois,2013,218.5402,221.8322
Indiana,2013,225.3323,221.8322
Iowa,2013,223.8158,221.8322
Kansas,2013,223.3864,221.8322
Kentucky,2013,224.4275,221.8322
Louisiana,2013,210.455,221.8322
Maine,2013,224.8333,221.8322
Maryland,2013,232.056,221.8322
Massachusetts,2013,232.3732,221.8322
Michigan,2013,217.3652,221.8322
Minnesota,2013,227.0307,221.8322
Mississippi,2013,208.5185,221.8322
Missouri,2013,222.3342,221.8322
Montana,2013,222.9827,221.8322
Nebraska,2013,223.2528,221.8322
Nevada,2013,213.7553,221.8322
New Hampshire,2013,231.9984,221.8322
New Jersey,2013,228.7197,221.8322
New Mexico,2013,205.7564,221.8322
New York,2013,223.8134,221.8322
North Carolina,2013,222.2277,221.8322
North Dakota,2013,224.0834,221.8322
Ohio,2013,223.8877,221.8322
Oklahoma,2013,216.9889,221.8322
Oregon,2013,219.1327,221.8322
Pennsylvania,2013,226.4023,221.8322
Rhode Island,2013,222.8022,221.8322
South Carolina,2013,213.6465,221.8322
South Dakota,2013,217.9307,221.8322
Tennessee,2013,219.7354,221.8322
Texas,2013,216.9096,221.8322
Utah,2013,222.7676,221.8322
Vermont,2013,227.9865,221.8322
Virginia,2013,228.5557,221.8322
Washington,2013,225.0489,221.8322
West Virginia,2013,214.6634,221.8322
Wisconsin,2013,220.8181,221.8322
Wyoming,2013,225.849,221.8322
United States,2011,221.2146,221.2146
Alabama,2011,220.2734,221.2146
Alaska,2011,207.9237,221.2146
Arizona,2011,212.395,221.2146
Arkansas,2011,216.5149,221.2146
California,2011,211.3586,221.2146
Colorado,2011,223.4338,221.2146
Connecticut,2011,227.4273,221.2146
Delaware,2011,225.1305,221.2146
District of Columbia,2011,200.628,221.2146
DoDEA,2011,229.4835,221.2146
Florida,2011,224.5286,221.2146
Georgia,2011,220.8107,221.2146
Hawaii,2011,213.6146,221.2146
Idaho,2011,220.8298,221.2146
Illinois,2011,219.3575,221.2146
Indiana,2011,220.7313,221.2146
Iowa,2011,220.7074,221.2146
Kansas,2011,223.5651,221.2146
Kentucky,2011,225.1351,221.2146
Louisiana,2011,210.4107,221.2146
Maine,2011,222.0373,221.2146
Maryland,2011,230.7828,221.2146
Massachusetts,2011,236.7739,221.2146
Michigan,2011,218.8608,221.2146
Minnesota,2011,222.3087,221.2146
Mississippi,2011,209.188,221.2146
Missouri,2011,220.3462,221.2146
Montana,2011,225.1442,221.2146
Nebraska,2011,223.3117,221.2146
Nevada,2011,212.5752,221.2146
New Hampshire,2011,230.3927,221.2146
New Jersey,2011,231.2376,221.2146
New Mexico,2011,208.0141,221.2146
New York,2011,222.4938,221.2146
North Carolina,2011,221.357,221.2146
North Dakota,2011,225.5775,221.2146
Ohio,2011,223.8282,221.2146
Oklahoma,2011,215.4776,221.2146
Oregon,2011,216.4402,221.2146
Pennsylvania,2011,227.2365,221.2146
Rhode Island,2011,222.4816,221.2146
South Carolina,2011,214.8998,221.2146
South Dakota,2011,219.8144,221.2146
Tennessee,2011,214.6402,221.2146
Texas,2011,218.3208,221.2146
Utah,2011,220.416,221.2146
Vermont,2011,226.7716,221.2146
Virginia,2011,226.3784,221.2146
Washington,2011,220.5288,221.2146
West Virginia,2011,214.386,221.2146
Wisconsin,2011,221.2399,221.2146
Wyoming,2011,224.0623,221.2146
United States,2009,220.9449,220.9449
Alabama,2009,216.2734,220.9449
Alaska,2009,211.1274,220.9449
Arizona,2009,209.9893,220.9449
Arkansas,2009,216.1516,220.9449
California,2009,209.7624,220.9449
Colorado,2009,225.6966,220.9449
Connecticut,2009,228.9721,220.9449
Delaware,2009,225.5131,220.9449
District of Columbia,2009,201.9846,220.9449
DoDEA,2009,228.3152,220.9449
Florida,2009,225.6734,220.9449
Georgia,2009,217.8481,220.9449
Hawaii,2009,210.6164,220.9449
Idaho,2009,221.0229,220.9449
Illinois,2009,219.1658,220.9449
Indiana,2009,222.6595,220.9449
Iowa,2009,221.4223,220.9449
Kansas,2009,223.9242,220.9449
Kentucky,2009,225.6062,220.9449
Louisiana,2009,207.4861,220.9449
Maine,2009,223.7904,220.9449
Maryland,2009,226.0478,220.9449
Massachusetts,2009,233.7495,220.9449
Michigan,2009,218.2356,220.9449
Minnesota,2009,223.3367,220.9449
Mississippi,2009,210.5065,220.9449
Missouri,2009,223.8424,220.9449
Montana,2009,224.6518,220.9449
Nebraska,2009,222.5233,220.9449
Nevada,2009,211.1406,220.9449
New Hampshire,2009,229.1445,220.9449
New Jersey,2009,229.3945,220.9449
New Mexico,2009,207.6457,220.9449
New York,2009,224.3687,220.9449
North Carolina,2009,219.296,220.9449
North Dakota,2009,225.9675,220.9449
Ohio,2009,224.5322,220.9449
Oklahoma,2009,217.1906,220.9449
Oregon,2009,218.1423,220.9449
Pennsylvania,2009,223.6794,220.9449
Rhode Island,2009,222.7049,220.9449
South Carolina,2009,215.9423,220.9449
South Dakota,2009,222.1666,220.9449
Tennessee,2009,216.7378,220.9449
Texas,2009,218.8583,220.9449
Utah,2009,219.2041,220.9449
Vermont,2009,228.7358,220.9449
Virginia,2009,226.5276,220.9449
Washington,2009,221.3301,220.9449
West Virginia,2009,214.5202,220.9449
Wisconsin,2009,220.1355,220.9449
Wyoming,2009,222.6522,220.9449
United States,2007,220.9889,220.9889
Alabama,2007,216.389,220.9889
Alaska,2007,214.477,220.9889
Arizona,2007,209.5206,220.9889
Arkansas,2007,217.0278,220.9889
California,2007,208.5222,220.9889
Colorado,2007,223.7327,220.9889
Connecticut,2007,227.2036,220.9889
Delaware,2007,225.0705,220.9889
District of Columbia,2007,197.086,220.9889
DoDEA,2007,229.1769,220.9889
Florida,2007,223.5349,220.9889
Georgia,2007,218.8882,220.9889
Hawaii,2007,213.4966,220.9889
Idaho,2007,223.4041,220.9889
Illinois,2007,219.3868,220.9889
Indiana,2007,221.6731,220.9889
Iowa,2007,224.8948,220.9889
Kansas,2007,224.6584,220.9889
Kentucky,2007,222.4323,220.9889
Louisiana,2007,207.4068,220.9889
Maine,2007,225.544,220.9889
Maryland,2007,224.7813,220.9889
Massachusetts,2007,235.7535,220.9889
Michigan,2007,220.1185,220.9889
Minnesota,2007,224.917,220.9889
Mississippi,2007,207.8095,220.9889
Missouri,2007,220.7768,220.9889
Montana,2007,226.6665,220.9889
Nebraska,2007,222.9026,220.9889
Nevada,2007,210.819,220.9889
New Hampshire,2007,229.0172,220.9889
New Jersey,2007,230.647,220.9889
New Mexico,2007,211.6319,220.9889
New York,2007,223.752,220.9889
North Carolina,2007,217.934,220.9889
North Dakota,2007,226.3255,220.9889
Ohio,2007,225.667,220.9889
Oklahoma,2007,216.9557,220.9889
Oregon,2007,215.0173,220.9889
Pennsylvania,2007,226.3537,220.9889
Rhode Island,2007,218.7614,220.9889
South Carolina,2007,213.8365,220.9889
South Dakota,2007,223.3985,220.9889
Tennessee,2007,215.7493,220.9889
Texas,2007,219.6043,220.9889
Utah,2007,221.2614,220.9889
Vermont,2007,228.2485,220.9889
Virginia,2007,227.1367,220.9889
Washington,2007,223.9993,220.9889
West Virginia,2007,215.1306,220.9889
Wisconsin,2007,223.318,220.9889
Wyoming,2007,225.2895,220.9889
United States,2005,218.9835,218.9835
Alabama,2005,207.752,218.9835
Alaska,2005,211.0613,218.9835
Arizona,2005,207.1427,218.9835
Arkansas,2005,217.0715,218.9835
California,2005,206.512,218.9835
Colorado,2005,223.6561,218.9835
Connecticut,2005,225.753,218.9835
Delaware,2005,225.8385,218.9835
District of Columbia,2005,190.7874,218.9835
DoDEA,2005,226.1285,218.9835
Florida,2005,219.4652,218.9835
Georgia,2005,214.4309,218.9835
Hawaii,2005,209.5788,218.9835
Idaho,2005,221.8595,218.9835
Illinois,2005,216.4897,218.9835
Indiana,2005,218.0725,218.9835
Iowa,2005,220.8094,218.9835
Kansas,2005,220.4687,218.9835
Kentucky,2005,219.9268,218.9835
Louisiana,2005,209.1657,218.9835
Maine,2005,224.5778,218.9835
Maryland,2005,220.0296,218.9835
Massachusetts,2005,231.2794,218.9835
Michigan,2005,218.2607,218.9835
Minnesota,2005,225.2266,218.9835
Mississippi,2005,204.3936,218.9835
Missouri,2005,221.1686,218.9835
Montana,2005,224.5522,218.9835
Nebraska,2005,221.3775,218.9835
Nevada,2005,207.187,218.9835
New Hampshire,2005,227.4383,218.9835
New Jersey,2005,223.2984,218.9835
New Mexico,2005,206.7916,218.9835
New York,2005,222.6952,218.9835
North Carolina,2005,217.1344,218.9835
North Dakota,2005,224.8108,218.9835
Ohio,2005,222.5333,218.9835
Oklahoma,2005,213.8615,218.9835
Oregon,2005,216.9,218.9835
Pennsylvania,2005,222.772,218.9835
Rhode Island,2005,216.4399,218.9835
South Carolina,2005,213.2035,218.9835
South Dakota,2005,222.3987,218.9835
Tennessee,2005,214.2213,218.9835
Texas,2005,218.7338,218.9835
Utah,2005,221.3109,218.9835
Vermont,2005,226.8863,218.9835
Virginia,2005,225.8137,218.9835
Washington,2005,223.4864,218.9835
West Virginia,2005,214.7671,218.9835
Wisconsin,2005,221.1642,218.9835
Wyoming,2005,223.2621,218.9835
United States,2003,218.2362,218.2362
Alabama,2003,207.0838,218.2362
Alaska,2003,211.5472,218.2362
Arizona,2003,208.8728,218.2362
Arkansas,2003,213.6153,218.2362
California,2003,205.6324,218.2362
Colorado,2003,223.661,218.2362
Connecticut,2003,228.3406,218.2362
Delaware,2003,223.9288,218.2362
District of Columbia,2003,188.3745,218.2362
DoDEA,2003,224.2519,218.2362
Florida,2003,218.0145,218.2362
Georgia,2003,213.5972,218.2362
Hawaii,2003,208.2596,218.2362
Idaho,2003,218.2599,218.2362
Illinois,2003,216.3043,218.2362
Indiana,2003,220.4065,218.2362
Iowa,2003,223.2711,218.2362
Kansas,2003,220.1432,218.2362
Kentucky,2003,219.0444,218.2362
Louisiana,2003,204.7295,218.2362
Maine,2003,223.8595,218.2362
Maryland,2003,218.6738,218.2362
Massachusetts,2003,227.6043,218.2362
Michigan,2003,218.7891,218.2362
Minnesota,2003,222.609,218.2362
Mississippi,2003,205.4644,218.2362
Missouri,2003,222.2602,218.2362
Montana,2003,222.7465,218.2362
Nebraska,2003,220.6118,218.2362
Nevada,2003,206.9597,218.2362
New Hampshire,2003,227.7895,218.2362
New Jersey,2003,225.0733,218.2362
New Mexico,2003,203.1853,218.2362
New York,2003,222.1882,218.2362
North Carolina,2003,221.2206,218.2362
North Dakota,2003,221.6422,218.2362
Ohio,2003,221.8658,218.2362
Oklahoma,2003,213.5794,218.2362
Oregon,2003,217.6145,218.2362
Pennsylvania,2003,218.6984,218.2362
Rhode Island,2003,216.494,218.2362
South Carolina,2003,214.8077,218.2362
South Dakota,2003,222.2732,218.2362
Tennessee,2003,211.9475,218.2362
Texas,2003,214.808,218.2362
Utah,2003,219.2703,218.2362
Vermont,2003,226.1217,218.2362
Virginia,2003,223.3404,218.2362
Washington,2003,221.0967,218.2362
West Virginia,2003,219.1795,218.2362
Wisconsin,2003,220.8334,218.2362
Wyoming,2003,222.0752,218.2362
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
