State,Year,NAEP,US NAEP
United States,2022,222.7338,222.7338
Alabama,2022,218.1701,222.7338
Alaska,2022,213.0421,222.7338
Arizona,2022,218.1963,222.7338
Arkansas,2022,220.594,222.7338
California,2022,218.1377,222.7338
Colorado,2022,220.4895,222.7338
Connecticut,2022,218.921,222.7338
Delaware,2022,210.1538,222.7338
District of Columbia,2022,212.6278,222.7338
DoDEA,2022,à,222.7338
Florida,2022,233.1682,222.7338
Georgia,2022,225.1531,222.7338
Hawaii,2022,225.4122,222.7338
Idaho,2022,225.889,222.7338
Illinois,2022,220.5114,222.7338
Indiana,2022,229.1164,222.7338
Iowa,2022,225.6627,222.7338
Kansas,2022,219.7612,222.7338
Kentucky,2022,223.7103,222.7338
Louisiana,2022,221.476,222.7338
Maine,2022,220.2533,222.7338
Maryland,2022,210.027,222.7338
Massachusetts,2022,225.354,222.7338
Michigan,2022,219.5367,222.7338
Minnesota,2022,219.406,222.7338
Mississippi,2022,229.1304,222.7338
Missouri,2022,216.6288,222.7338
Montana,2022,228.4366,222.7338
Nebraska,2022,225.887,222.7338
Nevada,2022,225.4437,222.7338
New Hampshire,2022,224.1287,222.7338
New Jersey,2022,219.8249,222.7338
New Mexico,2022,216.4553,222.7338
New York,2022,217.2624,222.7338
North Carolina,2022,219.4868,222.7338
North Dakota,2022,225.3512,222.7338
Ohio,2022,221.3191,222.7338
Oklahoma,2022,222.3509,222.7338
Oregon,2022,228.0839,222.7338
Pennsylvania,2022,223.1224,222.7338
Rhode Island,2022,222.4335,222.7338
South Carolina,2022,224.0018,222.7338
South Dakota,2022,220.4945,222.7338
Tennessee,2022,220.5775,222.7338
Texas,2022,228.2129,222.7338
Utah,2022,222.4477,222.7338
Vermont,2022,218.693,222.7338
Virginia,2022,218.3199,222.7338
Washington,2022,222.1737,222.7338
West Virginia,2022,219.7007,222.7338
Wisconsin,2022,224.036,222.7338
Wyoming,2022,231.9223,222.7338
United States,2019,228.9753,228.9753
Alabama,2019,219.5904,228.9753
Alaska,2019,219.6948,228.9753
Arizona,2019,226.0013,228.9753
Arkansas,2019,226.028,228.9753
California,2019,223.4732,228.9753
Colorado,2019,225.3259,228.9753
Connecticut,2019,227.4028,228.9753
Delaware,2019,226.7195,228.9753
District of Columbia,2019,226.057,228.9753
DoDEA,2019,à,228.9753
Florida,2019,239.2316,228.9753
Georgia,2019,226.9173,228.9753
Hawaii,2019,226.3207,228.9753
Idaho,2019,232.8815,228.9753
Illinois,2019,226.4968,228.9753
Indiana,2019,234.5794,228.9753
Iowa,2019,226.9579,228.9753
Kansas,2019,227.6652,228.9753
Kentucky,2019,230.4328,228.9753
Louisiana,2019,224.404,228.9753
Maine,2019,229.6862,228.9753
Maryland,2019,224.1411,228.9753
Massachusetts,2019,230.8464,228.9753
Michigan,2019,224.457,228.9753
Minnesota,2019,231.12,228.9753
Mississippi,2019,236.2507,228.9753
Missouri,2019,229.6115,228.9753
Montana,2019,231.5135,228.9753
Nebraska,2019,232.5211,228.9753
Nevada,2019,229.1196,228.9753
New Hampshire,2019,232.4142,228.9753
New Jersey,2019,230.8174,228.9753
New Mexico,2019,226.4162,228.9753
New York,2019,225.907,228.9753
North Carolina,2019,230.2186,228.9753
North Dakota,2019,230.9405,228.9753
Ohio,2019,229.7819,228.9753
Oklahoma,2019,229.8569,228.9753
Oregon,2019,226.973,228.9753
Pennsylvania,2019,227.0697,228.9753
Rhode Island,2019,228.5958,228.9753
South Carolina,2019,226.8299,228.9753
South Dakota,2019,226.2468,228.9753
Tennessee,2019,225.8391,228.9753
Texas,2019,234.9632,228.9753
Utah,2019,232.3713,228.9753
Vermont,2019,229.2519,228.9753
Virginia,2019,234.4253,228.9753
Washington,2019,227.8522,228.9753
West Virginia,2019,222.4577,228.9753
Wisconsin,2019,226.0754,228.9753
Wyoming,2019,236.1413,228.9753
United States,2017,228.005,228.005
Alabama,2017,224.776,228.005
Alaska,2017,218.7281,228.005
Arizona,2017,224.2143,228.005
Arkansas,2017,226.6254,228.005
California,2017,221.4798,228.005
Colorado,2017,226.3331,228.005
Connecticut,2017,224.4207,228.005
Delaware,2017,224.7882,228.005
District of Columbia,2017,222.9171,228.005
DoDEA,2017,à,228.005
Florida,2017,239.0418,228.005
Georgia,2017,225.7716,228.005
Hawaii,2017,228.352,228.005
Idaho,2017,231.1895,228.005
Illinois,2017,223.7208,228.005
Indiana,2017,235.4515,228.005
Iowa,2017,229.7305,228.005
Kansas,2017,230.7357,228.005
Kentucky,2017,230.3993,228.005
Louisiana,2017,222.9825,228.005
Maine,2017,228.1999,228.005
Maryland,2017,224.906,228.005
Massachusetts,2017,232.4958,228.005
Michigan,2017,221.8088,228.005
Minnesota,2017,230.5984,228.005
Mississippi,2017,229.293,228.005
Missouri,2017,228.1048,228.005
Montana,2017,232.2913,228.005
Nebraska,2017,234.126,228.005
Nevada,2017,224.5896,228.005
New Hampshire,2017,230.7237,228.005
New Jersey,2017,231.1565,228.005
New Mexico,2017,224.1097,228.005
New York,2017,226.0415,228.005
North Carolina,2017,231.5724,228.005
North Dakota,2017,232.6037,228.005
Ohio,2017,228.2325,228.005
Oklahoma,2017,231.4864,228.005
Oregon,2017,223.6526,228.005
Pennsylvania,2017,227.7922,228.005
Rhode Island,2017,225.3464,228.005
South Carolina,2017,226.2704,228.005
South Dakota,2017,229.5734,228.005
Tennessee,2017,227.1054,228.005
Texas,2017,232.3808,228.005
Utah,2017,230.3088,228.005
Vermont,2017,228.5303,228.005
Virginia,2017,233.5104,228.005
Washington,2017,228.3882,228.005
West Virginia,2017,233.8376,228.005
Wisconsin,2017,225.3726,228.005
Wyoming,2017,238.9841,228.005
United States,2015,229.2749,229.2749
Alabama,2015,222.5769,229.2749
Alaska,2015,225.2248,229.2749
Arizona,2015,228.442,229.2749
Arkansas,2015,229.9734,229.2749
California,2015,221.0607,229.2749
Colorado,2015,228.2006,229.2749
Connecticut,2015,222.9643,229.2749
Delaware,2015,229.4737,229.2749
District of Columbia,2015,221.6315,229.2749
DoDEA,2015,à,229.2749
Florida,2015,235.2123,229.2749
Georgia,2015,228.0553,229.2749
Hawaii,2015,228.649,229.2749
Idaho,2015,230.0791,229.2749
Illinois,2015,225.2912,229.2749
Indiana,2015,239.0188,229.2749
Iowa,2015,231.0713,229.2749
Kansas,2015,231.0254,229.2749
Kentucky,2015,233.7936,229.2749
Louisiana,2015,228.3207,229.2749
Maine,2015,232.7533,229.2749
Maryland,2015,224.6127,229.2749
Massachusetts,2015,235.7093,229.2749
Michigan,2015,222.9478,229.2749
Minnesota,2015,234.1895,229.2749
Mississippi,2015,228.5735,229.2749
Missouri,2015,229.5812,229.2749
Montana,2015,231.362,229.2749
Nebraska,2015,231.4334,229.2749
Nevada,2015,226.1119,229.2749
