Year,Jurisdiction,"National School Lunch Program eligibility, 3 categories",Average scale score
2007,Delaware,Eligible,232.1059
2007,Delaware,Not eligible,247.9549
2007,Delaware,Information not available,à
2007,District of Columbia,Eligible,207.3839
2007,District of Columbia,Not eligible,227.5924
2007,District of Columbia,Information not available,à
2007,DoDEA,Eligible,à
2007,DoDEA,Not eligible,à
2007,DoDEA,Information not available,à
2007,Florida,Eligible,232.7847
2007,Florida,Not eligible,250.6982
2007,Florida,Information not available,à
2007,Georgia,Eligible,224.2704
2007,Georgia,Not eligible,247.2838
2007,Georgia,Information not available,à
2007,Hawaii,Eligible,224.0975
2007,Hawaii,Not eligible,241.5923
2007,Hawaii,Information not available,à
2007,Idaho,Eligible,231.5739
2007,Idaho,Not eligible,247.9575
2007,Idaho,Information not available,à
2007,Illinois,Eligible,222.8706
2007,Illinois,Not eligible,248.5741
2007,Illinois,Information not available,à
2007,Indiana,Eligible,234.5390
2007,Indiana,Not eligible,252.6755
2007,Indiana,Information not available,à
2007,Iowa,Eligible,231.2442
2007,Iowa,Not eligible,248.7563
2007,Iowa,Information not available,à
2007,Kansas,Eligible,237.1933
2007,Kansas,Not eligible,255.4973
2007,Kansas,Information not available,à
2007,Kentucky,Eligible,226.0877
2007,Kentucky,Not eligible,245.2434
2007,Kentucky,Information not available,à
2007,Louisiana,Eligible,224.5257
2007,Louisiana,Not eligible,243.0160
2007,Louisiana,Information not available,à
2007,Maine,Eligible,232.2915
2007,Maine,Not eligible,248.1484
2007,Maine,Information not available,à
2007,Maryland,Eligible,224.5159
2007,Maryland,Not eligible,248.4327
2007,Maryland,Information not available,à
2007,Massachusetts,Eligible,236.5784
2007,Massachusetts,Not eligible,258.4608
2007,Massachusetts,Information not available,à
2007,Michigan,Eligible,223.9521
2007,Michigan,Not eligible,246.0114
2007,Michigan,Information not available,à
2007,Minnesota,Eligible,231.8368
2007,Minnesota,Not eligible,253.4550
2007,Minnesota,Information not available,à
2007,Mississippi,Eligible,221.7097
2007,Mississippi,Not eligible,240.9124
2007,Mississippi,Information not available,240.3385
2007,Missouri,Eligible,228.4209
2007,Missouri,Not eligible,247.2955
2007,Missouri,Information not available,à
2007,Montana,Eligible,233.8777
2007,Montana,Not eligible,249.9501
2007,Montana,Information not available,à
2007,Nebraska,Eligible,225.2180
2007,Nebraska,Not eligible,246.3634
2007,Nebraska,Information not available,à
2007,Nevada,Eligible,220.5778
2007,Nevada,Not eligible,241.7089
2007,Nevada,Information not available,230.8761
2007,New Hampshire,Eligible,236.4348
2007,New Hampshire,Not eligible,251.4497
2007,New Hampshire,Information not available,à
2007,New Jersey,Eligible,232.6757
2007,New Jersey,Not eligible,255.0086
2007,New Jersey,Information not available,257.8447
2007,New Mexico,Eligible,220.9794
2007,New Mexico,Not eligible,242.4770
2007,New Mexico,Information not available,à
2007,New York,Eligible,232.5728
2007,New York,Not eligible,252.2340
2007,New York,Information not available,à
2007,North Carolina,Eligible,230.8925
2007,North Carolina,Not eligible,251.9637
2007,North Carolina,Information not available,238.3502
2007,North Dakota,Eligible,235.4523
2007,North Dakota,Not eligible,250.1010
2007,North Dakota,Information not available,à
2007,Ohio,Eligible,230.2571
2007,Ohio,Not eligible,252.7689
2007,Ohio,Information not available,à
2007,Oklahoma,Eligible,229.7616
2007,Oklahoma,Not eligible,245.3710
2007,Oklahoma,Information not available,à
2007,Oregon,Eligible,225.5915
2007,Oregon,Not eligible,245.1369
2007,Oregon,Information not available,231.1067
2007,Pennsylvania,Eligible,227.1242
2007,Pennsylvania,Not eligible,253.2653
2007,Pennsylvania,Information not available,à
2007,Puerto Rico,Eligible,Ñ
2007,Puerto Rico,Not eligible,Ñ
2007,Puerto Rico,Information not available,Ñ
2007,Rhode Island,Eligible,222.3080
2007,Rhode Island,Not eligible,244.7970
2007,Rhode Island,Information not available,à
2007,South Carolina,Eligible,226.3806
2007,South Carolina,Not eligible,249.2087
2007,South Carolina,Information not available,à
2007,South Dakota,Eligible,230.1008
2007,South Dakota,Not eligible,247.4449
2007,South Dakota,Information not available,à
2007,Tennessee,Eligible,222.6936
2007,Tennessee,Not eligible,242.4337
2007,Tennessee,Information not available,à
2007,Texas,Eligible,234.6786
2007,Texas,Not eligible,251.7190
2007,Texas,Information not available,254.8267
2007,Utah,Eligible,228.6361
2007,Utah,Not eligible,245.8414
2007,Utah,Information not available,à
2007,Vermont,Eligible,234.4454
2007,Vermont,Not eligible,251.8248
2007,Vermont,Information not available,à
2007,Virginia,Eligible,229.5948
2007,Virginia,Not eligible,249.5793
2007,Virginia,Information not available,à
2007,Washington,Eligible,230.0290
2007,Washington,Not eligible,251.1475
2007,Washington,Information not available,244.4878
2007,West Virginia,Eligible,228.9973
2007,West Virginia,Not eligible,243.6714
2007,West Virginia,Information not available,à
2007,Wisconsin,Eligible,227.8403
2007,Wisconsin,Not eligible,252.4362
2007,Wisconsin,Information not available,à
2007,Wyoming,Eligible,236.1778
2007,Wyoming,Not eligible,248.2161
2007,Wyoming,Information not available,à
2005,National,Eligible,225.2625
2005,National,Not eligible,247.5029
2005,National,Information not available,244.2992
2005,Alabama,Eligible,214.4163
2005,Alabama,Not eligible,238.0597
2005,Alabama,Information not available,240.6755
2005,Alaska,Eligible,223.1094
2005,Alaska,Not eligible,243.4656
2005,Alaska,Information not available,à
2005,Arizona,Eligible,219.6310
2005,Arizona,Not eligible,241.7122
2005,Arizona,Information not available,231.5782
2005,Arkansas,Eligible,226.3790
2005,Arkansas,Not eligible,246.5049
2005,Arkansas,Information not available,à
2005,California,Eligible,219.4620
2005,California,Not eligible,244.4121
2005,California,Information not available,237.6472
2005,Colorado,Eligible,224.3671
2005,Colorado,Not eligible,248.0819
2005,Colorado,Information not available,à
2005,Connecticut,Eligible,222.7210
2005,Connecticut,Not eligible,249.3613
2005,Connecticut,Information not available,à
2005,Delaware,Eligible,228.7632
2005,Delaware,Not eligible,247.1107
2005,Delaware,Information not available,237.1417
2005,District of Columbia,Eligible,205.8495
2005,District of Columbia,Not eligible,229.1396
2005,District of Columbia,Information not available,à
2005,DoDEA,Eligible,à
2005,DoDEA,Not eligible,à
2005,DoDEA,Information not available,à
2005,Florida,Eligible,229.4774
2005,Florida,Not eligible,249.5657
2005,Florida,Information not available,à
2005,Georgia,Eligible,223.6449
2005,Georgia,Not eligible,245.1681
2005,Georgia,Information not available,à
2005,Hawaii,Eligible,220.4178
2005,Hawaii,Not eligible,238.5595
2005,Hawaii,Information not available,à
2005,Idaho,Eligible,233.5636
2005,Idaho,Not eligible,247.6962
2005,Idaho,Information not available,à
2005,Illinois,Eligible,218.3016
2005,Illinois,Not eligible,244.9874
2005,Illinois,Information not available,à
2005,Indiana,Eligible,230.7116
2005,Indiana,Not eligible,247.2131
2005,Indiana,Information not available,à
2005,Iowa,Eligible,230.5696
2005,Iowa,Not eligible,244.4666
2005,Iowa,Information not available,à
2005,Kansas,Eligible,234.9974
2005,Kansas,Not eligible,253.6141
2005,Kansas,Information not available,à
2005,Kentucky,Eligible,223.6030
2005,Kentucky,Not eligible,240.2912
2005,Kentucky,Information not available,à
2005,Louisiana,Eligible,223.6019
2005,Louisiana,Not eligible,243.5885
2005,Louisiana,Information not available,à
2005,Maine,Eligible,230.4060
2005,Maine,Not eligible,245.4257
2005,Maine,Information not available,à
2005,Maryland,Eligible,221.3733
2005,Maryland,Not eligible,247.1740
2005,Maryland,Information not available,228.3885
2005,Massachusetts,Eligible,231.2815
2005,Massachusetts,Not eligible,253.8754
2005,Massachusetts,Information not available,à
2005,Michigan,Eligible,223.2283
2005,Michigan,Not eligible,245.8210
2005,Michigan,Information not available,à
2005,Minnesota,Eligible,231.1406
2005,Minnesota,Not eligible,251.8498
2005,Minnesota,Information not available,à
2005,Mississippi,Eligible,220.8458
2005,Mississippi,Not eligible,240.6204
2005,Mississippi,Information not available,à
2005,Missouri,Eligible,224.5089
2005,Missouri,Not eligible,243.3905
2005,Missouri,Information not available,à
2005,Montana,Eligible,231.1431
2005,Montana,Not eligible,246.5908
2005,Montana,Information not available,à
2005,Nebraska,Eligible,224.7002
2005,Nebraska,Not eligible,246.3254
2005,Nebraska,Information not available,à
2005,Nevada,Eligible,218.6846
2005,Nevada,Not eligible,239.1334
2005,Nevada,Information not available,à
2005,New Hampshire,Eligible,232.0156
2005,New Hampshire,Not eligible,249.3464
2005,New Hampshire,Information not available,à
2005,New Jersey,Eligible,227.2118
2005,New Jersey,Not eligible,251.6184
2005,New Jersey,Information not available,241.3040
2005,New Mexico,Eligible,217.4755
2005,New Mexico,Not eligible,237.9246
2005,New Mexico,Information not available,240.8890
2005,New York,Eligible,227.5737
2005,New York,Not eligible,248.0355
2005,New York,Information not available,246.5049
2005,North Carolina,Eligible,229.4071
2005,North Carolina,Not eligible,251.0915
2005,North Carolina,Information not available,à
2005,North Dakota,Eligible,234.2201
2005,North Dakota,Not eligible,246.7758
2005,North Dakota,Information not available,à
2005,Ohio,Eligible,226.8434
2005,Ohio,Not eligible,251.5880
2005,Ohio,Information not available,251.6370
2005,Oklahoma,Eligible,227.3704
2005,Oklahoma,Not eligible,242.5344
2005,Oklahoma,Information not available,à
2005,Oregon,Eligible,229.6253
2005,Oregon,Not eligible,244.0154
2005,Oregon,Information not available,241.5185
2005,Pennsylvania,Eligible,225.0117
2005,Pennsylvania,Not eligible,249.7410
2005,Pennsylvania,Information not available,à
2005,Puerto Rico,Eligible,à
2005,Puerto Rico,Not eligible,à
2005,Puerto Rico,Information not available,à
2005,Rhode Island,Eligible,217.6990
2005,Rhode Island,Not eligible,243.1797
2005,Rhode Island,Information not available,à
2005,South Carolina,Eligible,227.4311
2005,South Carolina,Not eligible,250.3634
2005,South Carolina,Information not available,à
2005,South Dakota,Eligible,231.6388
2005,South Dakota,Not eligible,248.5387
2005,South Dakota,Information not available,à
2005,Tennessee,Eligible,220.1297
2005,Tennessee,Not eligible,241.8318
2005,Tennessee,Information not available,à
2005,Texas,Eligible,233.3481
2005,Texas,Not eligible,253.4608
2005,Texas,Information not available,à
2005,Utah,Eligible,229.0364
2005,Utah,Not eligible,244.4539
2005,Utah,Information not available,245.0209
2005,Vermont,Eligible,230.2790
2005,Vermont,Not eligible,249.5640
2005,Vermont,Information not available,à
2005,Virginia,Eligible,224.7690
2005,Virginia,Not eligible,248.6386
2005,Virginia,Information not available,à
2005,Washington,Eligible,230.8855
2005,Washington,Not eligible,249.6633
2005,Washington,Information not available,236.3177
2005,West Virginia,Eligible,225.3482
2005,West Virginia,Not eligible,237.8825
2005,West Virginia,Information not available,à
2005,Wisconsin,Eligible,225.2647
2005,Wisconsin,Not eligible,248.5446
2005,Wisconsin,Information not available,à
2005,Wyoming,Eligible,236.0992
2005,Wyoming,Not eligible,247.0210
2005,Wyoming,Information not available,244.3172
2003,National,Eligible,221.6017
2003,National,Not eligible,244.4197
2003,National,Information not available,241.4166
2003,Alabama,Eligible,213.0464
2003,Alabama,Not eligible,236.8414
2003,Alabama,Information not available,à
2003,Alaska,Eligible,219.5972
2003,Alaska,Not eligible,240.6600
2003,Alaska,Information not available,232.1909
2003,Arizona,Eligible,217.3850
2003,Arizona,Not eligible,241.0727
2003,Arizona,Information not available,231.5078
2003,Arkansas,Eligible,221.0436
2003,Arkansas,Not eligible,239.3358
2003,Arkansas,Information not available,226.0885
2003,California,Eligible,216.2141
2003,California,Not eligible,241.2897
2003,California,Information not available,223.5835
2003,Colorado,Eligible,218.9879
2003,Colorado,Not eligible,242.8649
2003,Colorado,Information not available,à
2003,Connecticut,Eligible,220.1050
2003,Connecticut,Not eligible,249.8111
2003,Connecticut,Information not available,242.7557
2003,Delaware,Eligible,224.9867
2003,Delaware,Not eligible,243.1079
2003,Delaware,Information not available,238.9952
2003,District of Columbia,Eligible,199.5657
2003,District of Columbia,Not eligible,220.5695
2003,District of Columbia,Information not available,205.6254
2003,DoDEA,Eligible,à
2003,DoDEA,Not eligible,à
2003,DoDEA,Information not available,à
2003,Florida,Eligible,222.4525
2003,Florida,Not eligible,245.4135
2003,Florida,Information not available,230.0562
2003,Georgia,Eligible,218.5811
2003,Georgia,Not eligible,241.3488
2003,Georgia,Information not available,239.2328
2003,Hawaii,Eligible,216.1031
2003,Hawaii,Not eligible,237.0242
2003,Hawaii,Information not available,à
2003,Idaho,Eligible,226.8388
2003,Idaho,Not eligible,240.9056
2003,Idaho,Information not available,242.8375
2003,Illinois,Eligible,215.7239
2003,Illinois,Not eligible,246.4140
2003,Illinois,Information not available,220.2185
2003,Indiana,Eligible,225.1247
2003,Indiana,Not eligible,244.8284
2003,Indiana,Information not available,à
2003,Iowa,Eligible,227.0778
2003,Iowa,Not eligible,244.1154
2003,Iowa,Information not available,à
2003,Kansas,Eligible,230.6586
2003,Kansas,Not eligible,249.3535
2003,Kansas,Information not available,à
2003,Kentucky,Eligible,220.3295
2003,Kentucky,Not eligible,237.1398
2003,Kentucky,Information not available,à
2003,Louisiana,Eligible,219.7201
2003,Louisiana,Not eligible,241.6436
2003,Louisiana,Information not available,210.4882
2003,Maine,Eligible,227.9651
2003,Maine,Not eligible,242.6323
2003,Maine,Information not available,à
2003,Maryland,Eligible,215.6559
2003,Maryland,Not eligible,243.8171
2003,Maryland,Information not available,229.9116
2003,Massachusetts,Eligible,226.1873
2003,Massachusetts,Not eligible,248.6488
2003,Massachusetts,Information not available,242.1978
2003,Michigan,Eligible,220.2028
2003,Michigan,Not eligible,244.6674
2003,Michigan,Information not available,225.4244
2003,Minnesota,Eligible,225.9790
2003,Minnesota,Not eligible,247.9408
2003,Minnesota,Information not available,à
2003,Mississippi,Eligible,216.1537
2003,Mississippi,Not eligible,238.3891
2003,Mississippi,Information not available,233.2511
2003,Missouri,Eligible,224.2991
2003,Missouri,Not eligible,242.7424
2003,Missouri,Information not available,239.1402
2003,Montana,Eligible,227.4862
2003,Montana,Not eligible,241.8784
2003,Montana,Information not available,229.8193
2003,Nebraska,Eligible,222.4278
2003,Nebraska,Not eligible,244.3600
2003,Nebraska,Information not available,238.9179
2003,Nevada,Eligible,215.7343
2003,Nevada,Not eligible,236.8301
2003,Nevada,Information not available,229.7552
2003,New Hampshire,Eligible,229.0597
2003,New Hampshire,Not eligible,246.8063
2003,New Hampshire,Information not available,240.3036
2003,New Jersey,Eligible,220.7949
2003,New Jersey,Not eligible,246.7066
2003,New Jersey,Information not available,241.9403
2003,New Mexico,Eligible,216.8045
2003,New Mexico,Not eligible,235.7422
2003,New Mexico,Information not available,226.3646
2003,New York,Eligible,224.6721
2003,New York,Not eligible,247.2515
2003,New York,Information not available,247.0192
2003,North Carolina,Eligible,229.2211
2003,North Carolina,Not eligible,251.7443
2003,North Carolina,Information not available,247.4770
2003,North Dakota,Eligible,228.2508
2003,North Dakota,Not eligible,241.9342
2003,North Dakota,Information not available,à
2003,Ohio,Eligible,223.5718
2003,Ohio,Not eligible,246.1591
2003,Ohio,Information not available,241.3812
2003,Oklahoma,Eligible,222.5118
2003,Oklahoma,Not eligible,238.6618
2003,Oklahoma,Information not available,223.5889
2003,Oregon,Eligible,225.9233
2003,Oregon,Not eligible,241.8866
2003,Oregon,Information not available,244.8018
2003,Pennsylvania,Eligible,220.2152
2003,Pennsylvania,Not eligible,245.6510
2003,Pennsylvania,Information not available,239.2466
2003,Puerto Rico,Eligible,à
2003,Puerto Rico,Not eligible,à
2003,Puerto Rico,Information not available,à
2003,Rhode Island,Eligible,217.0636
2003,Rhode Island,Not eligible,241.8821
2003,Rhode Island,Information not available,220.4940
2003,South Carolina,Eligible,226.0586
2003,South Carolina,Not eligible,247.1487
2003,South Carolina,Information not available,à
2003,South Dakota,Eligible,227.2391
2003,South Dakota,Not eligible,243.5298
2003,South Dakota,Information not available,à
2003,Tennessee,Eligible,215.8320
2003,Tennessee,Not eligible,235.9256
2003,Tennessee,Information not available,234.2604
2003,Texas,Eligible,229.2111
2003,Texas,Not eligible,246.6942
2003,Texas,Information not available,246.4202
2003,Utah,Eligible,225.4190
2003,Utah,Not eligible,239.6533
2003,Utah,Information not available,à
2003,Vermont,Eligible,228.7452
2003,Vermont,Not eligible,247.5597
2003,Vermont,Information not available,à
2003,Virginia,Eligible,224.7528
2003,Virginia,Not eligible,246.1022
2003,Virginia,Information not available,244.9152
2003,Washington,Eligible,226.1965
2003,Washington,Not eligible,246.8008
2003,Washington,Information not available,239.3535
2003,West Virginia,Eligible,225.2453
2003,West Virginia,Not eligible,237.3548
2003,West Virginia,Information not available,à
2003,Wisconsin,Eligible,221.3134
2003,Wisconsin,Not eligible,244.0675
2003,Wisconsin,Information not available,241.5060
2003,Wyoming,Eligible,232.9870
2003,Wyoming,Not eligible,246.0870
2003,Wyoming,Information not available,226.8280
