State,Year,NAEP,US NAEP
Hawaii,2015,279.3401,282.2219
Idaho,2015,283.7423,282.2219
Illinois,2015,281.9686,282.2219
Indiana,2015,287.1752,282.2219
Iowa,2015,286.4162,282.2219
Kansas,2015,283.8711,282.2219
Kentucky,2015,277.9473,282.2219
Louisiana,2015,268.4324,282.2219
Maine,2015,284.8755,282.2219
Maryland,2015,283.149,282.2219
Massachusetts,2015,296.9086,282.2219
Michigan,2015,278.1687,282.2219
Minnesota,2015,294.1478,282.2219
Mississippi,2015,270.5805,282.2219
Missouri,2015,280.8214,282.2219
Montana,2015,287.464,282.2219
Nebraska,2015,286.4986,282.2219
Nevada,2015,275.1719,282.2219
New Hampshire,2015,294.413,282.2219
New Jersey,2015,293.3659,282.2219
New Mexico,2015,270.8975,282.2219
New York,2015,280.0892,282.2219
North Carolina,2015,281.3311,282.2219
North Dakota,2015,288.2441,282.2219
Ohio,2015,285.062,282.2219
Oklahoma,2015,274.586,282.2219
Oregon,2015,282.8149,282.2219
Pennsylvania,2015,283.6684,282.2219
Puerto Rico,2015,221.9509,282.2219
Rhode Island,2015,281.4452,282.2219
South Carolina,2015,275.8279,282.2219
South Dakota,2015,284.6414,282.2219
Tennessee,2015,278.2034,282.2219
Texas,2015,283.7935,282.2219
Utah,2015,286.1169,282.2219
Vermont,2015,290.3552,282.2219
Virginia,2015,287.7093,282.2219
Washington,2015,286.5131,282.2219
West Virginia,2015,271.4507,282.2219
Wisconsin,2015,289.0777,282.2219
Wyoming,2015,286.6665,282.2219
United States,2013,284.6068,284.6068
Alabama,2013,269.1943,284.6068
Alaska,2013,281.5596,284.6068
Arizona,2013,279.7223,284.6068
Arkansas,2013,277.9148,284.6068
California,2013,275.9014,284.6068
Colorado,2013,289.6818,284.6068
Connecticut,2013,285.244,284.6068
Delaware,2013,282.3383,284.6068
District of Columbia,2013,265.2594,284.6068
DoDEA,2013,290.4266,284.6068
Florida,2013,280.8558,284.6068
Georgia,2013,279.1791,284.6068
Hawaii,2013,281.4129,284.6068
Idaho,2013,286.4139,284.6068
Illinois,2013,284.8976,284.6068
Indiana,2013,287.7677,284.6068
Iowa,2013,285.0701,284.6068
Kansas,2013,289.5183,284.6068
Kentucky,2013,280.6454,284.6068
Louisiana,2013,272.761,284.6068
Maine,2013,288.7312,284.6068
Maryland,2013,286.6414,284.6068
Massachusetts,2013,300.5682,284.6068
Michigan,2013,280.1336,284.6068
Minnesota,2013,294.593,284.6068
Mississippi,2013,271.161,284.6068
Missouri,2013,282.9885,284.6068
Montana,2013,289.2285,284.6068
Nebraska,2013,285.0613,284.6068
Nevada,2013,278.2867,284.6068
New Hampshire,2013,295.6651,284.6068
New Jersey,2013,296.0534,284.6068
New Mexico,2013,272.7618,284.6068
New York,2013,281.8078,284.6068
North Carolina,2013,285.6454,284.6068
North Dakota,2013,290.5151,284.6068
Ohio,2013,289.5281,284.6068
Oklahoma,2013,275.5067,284.6068
Oregon,2013,283.5246,284.6068
Pennsylvania,2013,289.6237,284.6068
Puerto Rico,2013,217.915,284.6068
Rhode Island,2013,284.0922,284.6068
South Carolina,2013,279.8246,284.6068
South Dakota,2013,287.2704,284.6068
Tennessee,2013,277.7201,284.6068
Texas,2013,288.199,284.6068
Utah,2013,284.3315,284.6068
Vermont,2013,295.4696,284.6068
Virginia,2013,288.143,284.6068
Washington,2013,289.957,284.6068
West Virginia,2013,274.4301,284.6068
Wisconsin,2013,288.7458,284.6068
Wyoming,2013,288.1191,284.6068
United States,2011,283.8512,283.8512
Alabama,2011,269.0965,283.8512
Alaska,2011,283.2728,283.8512
Arizona,2011,279.0335,283.8512
Arkansas,2011,279.0882,283.8512
California,2011,272.7698,283.8512
Colorado,2011,291.7427,283.8512
Connecticut,2011,286.9999,283.8512
Delaware,2011,282.77,283.8512
District of Columbia,2011,260.4669,283.8512
DoDEA,2011,287.8512,283.8512
Florida,2011,277.837,283.8512
Georgia,2011,278.4836,283.8512
Hawaii,2011,277.8362,283.8512
Idaho,2011,286.6751,283.8512
Illinois,2011,283.2281,283.8512
Indiana,2011,285.0029,283.8512
Iowa,2011,284.9208,283.8512
Kansas,2011,289.6193,283.8512
Kentucky,2011,281.6088,283.8512
Louisiana,2011,272.8433,283.8512
Maine,2011,288.7323,283.8512
Maryland,2011,287.9978,283.8512
Massachusetts,2011,298.5124,283.8512
Michigan,2011,280.1765,283.8512
Minnesota,2011,294.9464,283.8512
Mississippi,2011,269.2356,283.8512
Missouri,2011,281.9476,283.8512
Montana,2011,292.9078,283.8512
Nebraska,2011,283.197,283.8512
Nevada,2011,278.1132,283.8512
New Hampshire,2011,292.1087,283.8512
New Jersey,2011,294.1388,283.8512
New Mexico,2011,274.4547,283.8512
New York,2011,280.453,283.8512
North Carolina,2011,286.267,283.8512
North Dakota,2011,291.9984,283.8512
Ohio,2011,288.6026,283.8512
Oklahoma,2011,279.1796,283.8512
Oregon,2011,282.5182,283.8512
Pennsylvania,2011,286.1027,283.8512
Puerto Rico,2011,218.4178,283.8512
Rhode Island,2011,282.8757,283.8512
South Carolina,2011,281.0001,283.8512
South Dakota,2011,290.6152,283.8512
Tennessee,2011,274.0387,283.8512
Texas,2011,290.3467,283.8512
Utah,2011,283.3083,283.8512
Vermont,2011,293.8826,283.8512
Virginia,2011,289.2554,283.8512
Washington,2011,288.1078,283.8512
West Virginia,2011,273.2632,283.8512
Wisconsin,2011,288.6659,283.8512
Wyoming,2011,287.7679,283.8512
United States,2009,282.9098,282.9098
Alabama,2009,268.5241,282.9098
Alaska,2009,283.0477,282.9098
Arizona,2009,277.3323,282.9098
Arkansas,2009,275.9995,282.9098
California,2009,270.4486,282.9098
Colorado,2009,287.3729,282.9098
Connecticut,2009,288.6085,282.9098
Delaware,2009,283.8295,282.9098
District of Columbia,2009,253.5952,282.9098
DoDEA,2009,287.1497,282.9098
Florida,2009,279.3353,282.9098
Georgia,2009,277.5612,282.9098
Hawaii,2009,273.7586,282.9098
Idaho,2009,287.3052,282.9098
Illinois,2009,282.4314,282.9098
Indiana,2009,286.81,282.9098
Iowa,2009,284.1702,282.9098
Kansas,2009,288.5964,282.9098
Kentucky,2009,279.2842,282.9098
Louisiana,2009,272.3799,282.9098
Maine,2009,286.3614,282.9098
Maryland,2009,288.3416,282.9098
Massachusetts,2009,298.8543,282.9098
Michigan,2009,278.2682,282.9098
Minnesota,2009,294.4433,282.9098
Mississippi,2009,265.002,282.9098
Missouri,2009,285.808,282.9098
Montana,2009,291.5429,282.9098
Nebraska,2009,284.2591,282.9098
Nevada,2009,274.1485,282.9098
New Hampshire,2009,292.3218,282.9098
New Jersey,2009,292.6572,282.9098
New Mexico,2009,269.7043,282.9098
New York,2009,282.5769,282.9098
North Carolina,2009,284.3326,282.9098
North Dakota,2009,292.8425,282.9098
Ohio,2009,285.583,282.9098
Oklahoma,2009,275.712,282.9098
Oregon,2009,285.0368,282.9098
Pennsylvania,2009,288.3042,282.9098
Puerto Rico,2009,NA,282.9098
Rhode Island,2009,277.9237,282.9098
South Carolina,2009,280.3809,282.9098
South Dakota,2009,290.6191,282.9098
Tennessee,2009,274.7618,282.9098
Texas,2009,286.6851,282.9098
Utah,2009,284.0683,282.9098
Vermont,2009,292.8661,282.9098
Virginia,2009,286.0698,282.9098
Washington,2009,288.7224,282.9098
West Virginia,2009,270.4158,282.9098
Wisconsin,2009,288.1407,282.9098
Wyoming,2009,286.104,282.9098
United States,2007,281.3457,281.3457
Alabama,2007,266.0001,281.3457
Alaska,2007,282.5572,281.3457
Arizona,2007,275.5484,281.3457
Arkansas,2007,273.8999,281.3457
California,2007,270.3818,281.3457
Colorado,2007,286.1928,281.3457
Connecticut,2007,282.4728,281.3457
Delaware,2007,282.9921,281.3457
District of Columbia,2007,248.1987,281.3457
DoDEA,2007,285.0653,281.3457
Florida,2007,277.3835,281.3457
Georgia,2007,274.7787,281.3457
Hawaii,2007,268.772,281.3457
Idaho,2007,283.5076,281.3457
Illinois,2007,280.4971,281.3457
Indiana,2007,285.0072,281.3457
Iowa,2007,285.2269,281.3457
Kansas,2007,290.0326,281.3457
Kentucky,2007,278.7047,281.3457
Louisiana,2007,272.3863,281.3457
Maine,2007,286.4723,281.3457
Maryland,2007,285.7343,281.3457
Massachusetts,2007,297.9233,281.3457
Michigan,2007,276.8305,281.3457
Minnesota,2007,291.8511,281.3457
Mississippi,2007,264.8909,281.3457
Missouri,2007,280.6195,281.3457
Montana,2007,287.0755,281.3457
Nebraska,2007,283.6506,281.3457
Nevada,2007,270.804,281.3457
New Hampshire,2007,287.5571,281.3457
New Jersey,2007,288.5835,281.3457
New Mexico,2007,267.5381,281.3457
New York,2007,280.1412,281.3457
North Carolina,2007,283.8807,281.3457
North Dakota,2007,291.5616,281.3457
Ohio,2007,284.8516,281.3457
Oklahoma,2007,274.535,281.3457
Oregon,2007,283.8263,281.3457
Pennsylvania,2007,286.1669,281.3457
Puerto Rico,2007,NA,281.3457
Rhode Island,2007,275.387,281.3457
South Carolina,2007,281.5036,281.3457
South Dakota,2007,288.4639,281.3457
Tennessee,2007,273.9788,281.3457
Texas,2007,285.8707,281.3457
Utah,2007,281.0875,281.3457
Vermont,2007,291.0108,281.3457
Virginia,2007,287.6259,281.3457
Washington,2007,284.8628,281.3457
West Virginia,2007,270.0841,281.3457
Wisconsin,2007,285.6179,281.3457
Wyoming,2007,286.9878,281.3457
United States,2005,278.8198,278.8198
Alabama,2005,262.2111,278.8198
Alaska,2005,278.9587,278.8198
Arizona,2005,274.3051,278.8198
Arkansas,2005,271.6363,278.8198
California,2005,268.5581,278.8198
Colorado,2005,280.824,278.8198
Connecticut,2005,281.069,278.8198
Delaware,2005,280.9535,278.8198
District of Columbia,2005,245.2158,278.8198
DoDEA,2005,283.9023,278.8198
Florida,2005,274.0484,278.8198
Georgia,2005,272.1916,278.8198
Hawaii,2005,265.6293,278.8198
Idaho,2005,280.9669,278.8198
Illinois,2005,277.6722,278.8198
Indiana,2005,281.7149,278.8198
Iowa,2005,283.8109,278.8198
Kansas,2005,284.0301,278.8198
Kentucky,2005,273.983,278.8198
Louisiana,2005,267.755,278.8198
Maine,2005,281.0585,278.8198
Maryland,2005,277.9308,278.8198
Massachusetts,2005,291.5135,278.8198
Michigan,2005,277.3467,278.8198
Minnesota,2005,290.075,278.8198
Mississippi,2005,262.4562,278.8198
Missouri,2005,276.4499,278.8198
Montana,2005,286.432,278.8198
Nebraska,2005,283.963,278.8198
Nevada,2005,269.9056,278.8198
New Hampshire,2005,285.2534,278.8198
New Jersey,2005,283.9026,278.8198
New Mexico,2005,263.2752,278.8198
New York,2005,279.7163,278.8198
North Carolina,2005,281.8251,278.8198
North Dakota,2005,286.961,278.8198
Ohio,2005,283.2518,278.8198
Oklahoma,2005,271.3599,278.8198
Oregon,2005,282.2373,278.8198
Pennsylvania,2005,280.7138,278.8198
Puerto Rico,2005,NA,278.8198
Rhode Island,2005,272.345,278.8198
South Carolina,2005,281.2343,278.8198
South Dakota,2005,287.3036,278.8198
Tennessee,2005,270.5246,278.8198
Texas,2005,281.1028,278.8198
Utah,2005,279.1561,278.8198
Vermont,2005,287.3565,278.8198
Virginia,2005,284.3716,278.8198
Washington,2005,285.0522,278.8198
West Virginia,2005,269.0995,278.8198
Wisconsin,2005,284.5416,278.8198
Wyoming,2005,282.1006,278.8198
United States,2003,277.5634,277.5634
Alabama,2003,261.939,277.5634
Alaska,2003,279.0251,277.5634
Arizona,2003,271.1774,277.5634
Arkansas,2003,265.7716,277.5634
California,2003,267.0495,277.5634
Colorado,2003,283.3999,277.5634
Connecticut,2003,283.7298,277.5634
Delaware,2003,277.1584,277.5634
District of Columbia,2003,243.0596,277.5634
DoDEA,2003,284.7625,277.5634
Florida,2003,271.3715,277.5634
Georgia,2003,269.677,277.5634
Hawaii,2003,265.7286,277.5634
Idaho,2003,279.9393,277.5634
Illinois,2003,277.1601,277.5634
Indiana,2003,281.2209,277.5634
Iowa,2003,283.9533,277.5634
Kansas,2003,284.1911,277.5634
Kentucky,2003,274.2785,277.5634
Louisiana,2003,266.3284,277.5634
Maine,2003,281.9038,277.5634
Maryland,2003,277.7161,277.5634
Massachusetts,2003,286.5207,277.5634
Michigan,2003,276.4419,277.5634
Minnesota,2003,290.6801,277.5634
Mississippi,2003,260.9119,277.5634
Missouri,2003,278.7663,277.5634
Montana,2003,285.928,277.5634
Nebraska,2003,282.1938,277.5634
Nevada,2003,268.0431,277.5634
New Hampshire,2003,286.1985,277.5634
New Jersey,2003,281.4071,277.5634
New Mexico,2003,263.2729,277.5634
New York,2003,279.7493,277.5634
North Carolina,2003,281.2404,277.5634
North Dakota,2003,287.1446,277.5634
Ohio,2003,281.6073,277.5634
Oklahoma,2003,271.9052,277.5634
Oregon,2003,280.8925,277.5634
Pennsylvania,2003,278.5378,277.5634
Puerto Rico,2003,NA,277.5634
Rhode Island,2003,271.9987,277.5634
South Carolina,2003,277.3004,277.5634
South Dakota,2003,284.8817,277.5634
Tennessee,2003,268.1757,277.5634
Texas,2003,277.0526,277.5634
Utah,2003,280.6454,277.5634
Vermont,2003,285.6456,277.5634
Virginia,2003,281.6766,277.5634
Washington,2003,281.1514,277.5634
West Virginia,2003,270.7704,277.5634
Wisconsin,2003,283.9159,277.5634
Wyoming,2003,283.5033,277.5634
