State,Year,NAEP,US NAEP
Vermont,2015,217.2253,209.2588
Virginia,2015,210.4410,209.2588
Washington,2015,210.3672,209.2588
West Virginia,2015,211.4243,209.2588
Wisconsin,2015,206.7566,209.2588
Wyoming,2015,217.3740,209.2588
United States,2013,207.4646,207.4646
Alabama,2013,206.6265,207.4646
Alaska,2013,193.2677,207.4646
Arizona,2013,200.6344,207.4646
Arkansas,2013,208.8050,207.4646
California,2013,200.0708,207.4646
Colorado,2013,209.8230,207.4646
Connecticut,2013,209.8023,207.4646
Delaware,2013,214.9188,207.4646
District of Columbia,2013,194.9466,207.4646
DoDEA,2013,à,207.4646
Florida,2013,218.1400,207.4646
Georgia,2013,210.7680,207.4646
Hawaii,2013,201.1289,207.4646
Idaho,2013,208.4899,207.4646
Illinois,2013,202.3994,207.4646
Indiana,2013,214.7270,207.4646
Iowa,2013,208.3221,207.4646
Kansas,2013,209.5606,207.4646
Kentucky,2013,213.1538,207.4646
Louisiana,2013,202.5237,207.4646
Maine,2013,213.9212,207.4646
Maryland,2013,215.7592,207.4646
Massachusetts,2013,213.3324,207.4646
Michigan,2013,205.7049,207.4646
Minnesota,2013,209.2586,207.4646
Mississippi,2013,201.3695,207.4646
Missouri,2013,210.6385,207.4646
Montana,2013,211.7008,207.4646
Nebraska,2013,209.3719,207.4646
Nevada,2013,203.4297,207.4646
New Hampshire,2013,216.2852,207.4646
New Jersey,2013,211.6327,207.4646
New Mexico,2013,198.6446,207.4646
New York,2013,211.3618,207.4646
North Carolina,2013,211.0296,207.4646
North Dakota,2013,212.5472,207.4646
Ohio,2013,208.3598,207.4646
Oklahoma,2013,208.2799,207.4646
Oregon,2013,206.6180,207.4646
Pennsylvania,2013,211.4777,207.4646
Rhode Island,2013,206.4609,207.4646
South Carolina,2013,202.3646,207.4646
South Dakota,2013,202.6808,207.4646
Tennessee,2013,205.3255,207.4646
Texas,2013,206.1746,207.4646
Utah,2013,209.4968,207.4646
Vermont,2013,212.9351,207.4646
Virginia,2013,209.3040,207.4646
Washington,2013,209.3692,207.4646
West Virginia,2013,210.9083,207.4646
Wisconsin,2013,205.4035,207.4646
Wyoming,2013,215.2321,207.4646
United States,2011,206.8718,206.8718
Alabama,2011,209.0373,206.8718
Alaska,2011,191.2606,206.8718
Arizona,2011,201.7512,206.8718
Arkansas,2011,207.4010,206.8718
California,2011,198.0150,206.8718
Colorado,2011,205.4532,206.8718
Connecticut,2011,205.2460,206.8718
Delaware,2011,213.5521,206.8718
District of Columbia,2011,190.6286,206.8718
DoDEA,2011,à,206.8718
Florida,2011,215.8553,206.8718
Georgia,2011,209.3006,206.8718
Hawaii,2011,200.8911,206.8718
Idaho,2011,210.3553,206.8718
Illinois,2011,202.7168,206.8718
Indiana,2011,209.8213,206.8718
Iowa,2011,205.6873,206.8718
Kansas,2011,211.6464,206.8718
Kentucky,2011,215.5621,206.8718
Louisiana,2011,202.3474,206.8718
Maine,2011,210.3930,206.8718
Maryland,2011,214.5939,206.8718
Massachusetts,2011,218.4839,206.8718
Michigan,2011,204.5137,206.8718
Minnesota,2011,204.6512,206.8718
Mississippi,2011,201.8283,206.8718
Missouri,2011,206.7528,206.8718
Montana,2011,213.9594,206.8718
Nebraska,2011,208.7497,206.8718
Nevada,2011,201.9497,206.8718
New Hampshire,2011,215.9123,206.8718
New Jersey,2011,214.9294,206.8718
New Mexico,2011,200.1251,206.8718
New York,2011,211.7050,206.8718
North Carolina,2011,208.2596,206.8718
North Dakota,2011,216.1018,206.8718
Ohio,2011,211.5094,206.8718
Oklahoma,2011,207.8045,206.8718
Oregon,2011,204.2470,206.8718
Pennsylvania,2011,210.8108,206.8718
Rhode Island,2011,208.0739,206.8718
South Carolina,2011,202.4378,206.8718
South Dakota,2011,207.0450,206.8718
Tennessee,2011,204.0417,206.8718
Texas,2011,208.9137,206.8718
Utah,2011,206.3677,206.8718
Vermont,2011,212.7891,206.8718
Virginia,2011,207.0387,206.8718
Washington,2011,204.3022,206.8718
West Virginia,2011,204.4713,206.8718
Wisconsin,2011,206.2892,206.8718
Wyoming,2011,214.3927,206.8718
United States,2009,206.0226,206.0226
Alabama,2009,204.0338,206.0226
Alaska,2009,194.2357,206.0226
Arizona,2009,197.1921,206.0226
Arkansas,2009,206.5225,206.0226
California,2009,195.6390,206.0226
Colorado,2009,205.7517,206.0226
Connecticut,2009,207.4430,206.0226
Delaware,2009,214.4915,206.0226
District of Columbia,2009,193.2143,206.0226
DoDEA,2009,à,206.0226
Florida,2009,217.1449,206.0226
Georgia,2009,206.7593,206.0226
Hawaii,2009,197.8437,206.0226
Idaho,2009,210.7260,206.0226
Illinois,2009,201.9936,206.0226
Indiana,2009,210.4243,206.0226
Iowa,2009,208.3523,206.0226
Kansas,2009,212.5998,206.0226
Kentucky,2009,215.3172,206.0226
Louisiana,2009,201.2249,206.0226
Maine,2009,211.6603,206.0226
Maryland,2009,209.7176,206.0226
Massachusetts,2009,214.9359,206.0226
Michigan,2009,204.2613,206.0226
Minnesota,2009,203.0233,206.0226
Mississippi,2009,202.9561,206.0226
Missouri,2009,210.4383,206.0226
Montana,2009,213.7488,206.0226
Nebraska,2009,209.5618,206.0226
Nevada,2009,199.7006,206.0226
New Hampshire,2009,213.2662,206.0226
New Jersey,2009,211.1979,206.0226
New Mexico,2009,199.1116,206.0226
New York,2009,213.6575,206.0226
North Carolina,2009,204.6796,206.0226
North Dakota,2009,215.6735,206.0226
Ohio,2009,208.3092,206.0226
Oklahoma,2009,207.4070,206.0226
Oregon,2009,203.9453,206.0226
Pennsylvania,2009,206.2396,206.0226
Rhode Island,2009,205.3421,206.0226
South Carolina,2009,204.4812,206.0226
South Dakota,2009,208.6126,206.0226
Tennessee,2009,205.3207,206.0226
Texas,2009,209.4583,206.0226
Utah,2009,205.0720,206.0226
Vermont,2009,215.2782,206.0226
Virginia,2009,209.9594,206.0226
Washington,2009,207.5508,206.0226
West Virginia,2009,206.2471,206.0226
Wisconsin,2009,201.8317,206.0226
Wyoming,2009,212.1004,206.0226
United States,2007,205.0225,205.0225
Alabama,2007,203.2800,205.0225
Alaska,2007,197.0848,205.0225
Arizona,2007,195.6101,205.0225
Arkansas,2007,205.4169,205.0225
California,2007,194.8248,205.0225
Colorado,2007,206.3730,205.0225
Connecticut,2007,200.6753,205.0225
Delaware,2007,213.6608,205.0225
District of Columbia,2007,187.6153,205.0225
DoDEA,2007,à,205.0225
Florida,2007,212.7662,205.0225
Georgia,2007,207.0381,205.0225
Hawaii,2007,203.1167,205.0225
Idaho,2007,212.3078,205.0225
Illinois,2007,203.6886,205.0225
Indiana,2007,208.5537,205.0225
Iowa,2007,212.3637,205.0225
Kansas,2007,211.6977,205.0225
Kentucky,2007,211.7387,205.0225
Louisiana,2007,199.6334,205.0225
Maine,2007,213.3368,205.0225
Maryland,2007,206.6843,205.0225
Massachusetts,2007,214.3977,205.0225
Michigan,2007,203.6950,205.0225
Minnesota,2007,205.6083,205.0225
Mississippi,2007,200.3575,205.0225
Missouri,2007,208.3262,205.0225
Montana,2007,215.2752,205.0225
Nebraska,2007,208.0283,205.0225
Nevada,2007,196.5872,205.0225
New Hampshire,2007,211.9757,205.0225
New Jersey,2007,210.3858,205.0225
New Mexico,2007,202.8315,205.0225
New York,2007,209.0438,205.0225
North Carolina,2007,204.9003,205.0225
North Dakota,2007,215.3054,205.0225
Ohio,2007,211.3091,205.0225
Oklahoma,2007,208.6804,205.0225
Oregon,2007,199.7793,205.0225
Pennsylvania,2007,206.5202,205.0225
Rhode Island,2007,202.4582,205.0225
South Carolina,2007,201.0369,205.0225
South Dakota,2007,209.2694,205.0225
Tennessee,2007,201.9076,205.0225
Texas,2007,208.5890,205.0225
Utah,2007,208.2410,205.0225
Vermont,2007,212.4879,205.0225
Virginia,2007,212.7591,205.0225
Washington,2007,209.8099,205.0225
West Virginia,2007,205.9797,205.0225
Wisconsin,2007,205.2902,205.0225
Wyoming,2007,213.6736,205.0225
United States,2005,202.8615,202.8615
Alabama,2005,195.6503,202.8615
Alaska,2005,192.7422,202.8615
Arizona,2005,192.4894,202.8615
Arkansas,2005,206.3378,202.8615
California,2005,192.9648,202.8615
Colorado,2005,207.8119,202.8615
Connecticut,2005,202.2401,202.8615
Delaware,2005,214.4962,202.8615
District of Columbia,2005,183.4648,202.8615
DoDEA,2005,à,202.8615
Florida,2005,209.4532,202.8615
Georgia,2005,200.7625,202.8615
Hawaii,2005,196.9084,202.8615
Idaho,2005,210.2636,202.8615
Illinois,2005,197.9058,202.8615
Indiana,2005,206.5567,202.8615
Iowa,2005,207.9237,202.8615
Kansas,2005,208.4617,202.8615
Kentucky,2005,211.8993,202.8615
Louisiana,2005,200.2442,202.8615
Maine,2005,212.6284,202.8615
Maryland,2005,197.6638,202.8615
Massachusetts,2005,210.5021,202.8615
Michigan,2005,201.2281,202.8615
Minnesota,2005,208.6203,202.8615
Mississippi,2005,196.0636,202.8615
Missouri,2005,208.5991,202.8615
Montana,2005,212.3402,202.8615
Nebraska,2005,204.6135,202.8615
Nevada,2005,191.6706,202.8615
New Hampshire,2005,212.6691,202.8615
New Jersey,2005,202.8871,202.8615
New Mexico,2005,198.7560,202.8615
New York,2005,210.3309,202.8615
North Carolina,2005,202.2743,202.8615
North Dakota,2005,213.9192,202.8615
Ohio,2005,205.8069,202.8615
Oklahoma,2005,205.3147,202.8615
Oregon,2005,204.0464,202.8615
Pennsylvania,2005,204.6102,202.8615
Rhode Island,2005,197.3254,202.8615
South Carolina,2005,200.2827,202.8615
South Dakota,2005,210.4920,202.8615
Tennessee,2005,200.1305,202.8615
Texas,2005,207.7768,202.8615
Utah,2005,207.6065,202.8615
Vermont,2005,210.4236,202.8615
Virginia,2005,209.4884,202.8615
Washington,2005,213.0611,202.8615
West Virginia,2005,206.0566,202.8615
Wisconsin,2005,204.2048,202.8615
Wyoming,2005,215.8222,202.8615
United States,2003,201.2714,201.2714
Alabama,2003,192.7427,201.2714
Alaska,2003,191.7428,201.2714
Arizona,2003,193.5721,201.2714
Arkansas,2003,204.0417,201.2714
California,2003,191.1116,201.2714
Colorado,2003,206.8283,201.2714
Connecticut,2003,205.4339,201.2714
Delaware,2003,211.5662,201.2714
District of Columbia,2003,182.4530,201.2714
DoDEA,2003,à,201.2714
Florida,2003,204.7316,201.2714
Georgia,2003,199.6787,201.2714
Hawaii,2003,197.2325,201.2714
Idaho,2003,207.4248,201.2714
Illinois,2003,197.2328,201.2714
Indiana,2003,205.2405,201.2714
Iowa,2003,208.5873,201.2714
Kansas,2003,206.3286,201.2714
Kentucky,2003,209.2982,201.2714
Louisiana,2003,194.9341,201.2714
Maine,2003,212.7464,201.2714
Maryland,2003,198.5947,201.2714
Massachusetts,2003,209.7832,201.2714
Michigan,2003,200.6358,201.2714
Minnesota,2003,203.2332,201.2714
Mississippi,2003,196.6059,201.2714
Missouri,2003,207.6893,201.2714
Montana,2003,208.0807,201.2714
Nebraska,2003,206.6318,201.2714
Nevada,2003,192.1883,201.2714
New Hampshire,2003,206.1348,201.2714
New Jersey,2003,203.3916,201.2714
New Mexico,2003,194.9903,201.2714
New York,2003,207.7473,201.2714
North Carolina,2003,205.5084,201.2714
North Dakota,2003,210.3735,201.2714
Ohio,2003,206.4527,201.2714
Oklahoma,2003,203.5912,201.2714
Oregon,2003,205.4664,201.2714
Pennsylvania,2003,198.2355,201.2714
Rhode Island,2003,200.1902,201.2714
South Carolina,2003,202.4906,201.2714
South Dakota,2003,209.7717,201.2714
Tennessee,2003,197.8752,201.2714
Texas,2003,204.9741,201.2714
Utah,2003,206.0346,201.2714
Vermont,2003,213.5601,201.2714
Virginia,2003,204.6684,201.2714
Washington,2003,208.1285,201.2714
West Virginia,2003,212.0666,201.2714
Wisconsin,2003,205.3395,201.2714
Wyoming,2003,211.7299,201.2714
