Year,State,All staff,Teachers,Teachers as a %
2003,West Virginia,38132,20119,52.76146019
2003,Wisconsin,113262,60385,53.31443909
2003,Wyoming,13841,6799,49.12217325
2004,United States,5953667,3048652,51.20629017
2004,Alabama,100592,58070,57.72824877
2004,Alaska,16550,7808,47.17824773
2004,Arizona,96341,47507,49.31130048
2004,Arkansas,64693,30876,47.72695655
2004,California,572835,304311,53.12367436
2004,Colorado,89530,44904,50.15525522
2004,Connecticut,85367,42370,49.63276207
2004,Delaware,14587,7749,53.12264345
2004,District of Columbia,10608,5676,53.50678733
2004,Florida,295775,144955,49.00853689
2004,Georgia,200512,97150,48.45096553
2004,Hawaii,21113,11129,52.71159949
2004,Idaho,25133,14049,55.89861935
2004,Illinois,254119,127669,50.23984826
2004,Indiana,130532,59924,45.90751693
2004,Iowa,68137,34791,51.06036368
2004,Kansas,63778,32589,51.09755715
2004,Kentucky,95926,41246,42.99772741
2004,Louisiana,102990,50495,49.02903194
2004,Maine,35866,17621,49.13009535
2004,Maryland,107529,55198,51.33312874
2004,Massachusetts,134414,72062,53.61197494
2004,Michigan,206034,97014,47.08640322
2004,Minnesota,103744,51611,49.74841919
2004,Mississippi,68377,32591,47.66368808
2004,Missouri,125783,65169,51.81065804
2004,Montana,18656,10301,55.21548027
2004,Nebraska,40573,20921,51.56384788
2004,Nevada,34059,20234,59.40867318
2004,New Hampshire,30830,15112,49.01719105
2004,New Jersey,204038,109077,53.45915957
2004,New Mexico,44841,21569,48.10106822
2004,New York,394178,216116,54.82700709
2004,North Carolina,172193,89988,52.25996411
2004,North Dakota,15066,8037,53.34528076
2004,Ohio,242520,121735,50.19586014
2004,Oklahoma,71313,39253,55.04325999
2004,Oregon,54272,26732,49.25560142
2004,Pennsylvania,233269,119889,51.39517038
2004,Rhode Island,19890,11918,59.91955757
2004,South Carolina,62888,45830,72.87558835
2004,South Dakota,19039,9245,48.5582226
2004,Tennessee,116120,59584,51.31243541
2004,Texas,596330,289481,48.54375933
2004,Utah,41545,22147,53.30846071
2004,Vermont,18701,8749,46.78359446
2004,Virginia,166578,90573,54.37272629
2004,Washington,109294,52824,48.33202189
2004,West Virginia,37957,20020,52.74389441
2004,Wisconsin,104531,58216,55.69256967
2004,Wyoming,14121,6567,46.50520501
2005,United States,6058174,3090925,51.02073661
2005,Alabama,92795,51594,55.59997845
2005,Alaska,17632,7756,43.98820327
2005,Arizona,97953,48935,49.95763274
2005,Arkansas,66127,31234,47.233354
2005,California,574614,305969,53.24774544
2005,Colorado,91337,45165,49.44874476
2005,Connecticut,83879,38808,46.266646
2005,Delaware,14966,7856,52.49231592
2005,District of Columbia,12162,5387,44.29370169
2005,Florida,311853,154864,49.6592946
2005,Georgia,209746,104987,50.05435145
2005,Hawaii,20531,11146,54.2886367
2005,Idaho,25533,14269,55.88454157
2005,Illinois,261194,131047,50.17228573
2005,Indiana,133375,60563,45.40805998
2005,Iowa,68450,34697,50.68955442
2005,Kansas,64114,32932,51.36475653
2005,Kentucky,95920,41463,43.22664721
2005,Louisiana,101381,49192,48.52191239
2005,Maine,34899,16656,47.72629588
2005,Maryland,108296,55101,50.87999557
2005,Massachusetts,137613,73399,53.33725738
2005,Michigan,209835,100638,47.96054042
2005,Minnesota,104367,52152,49.96981805
2005,Mississippi,67249,31321,46.57467026
2005,Missouri,126792,65847,51.93308726
2005,Montana,18759,10224,54.50183912
2005,Nebraska,41157,21236,51.59754112
2005,Nevada,31260,20950,67.01855406
2005,New Hampshire,31408,15298,48.70733571
2005,New Jersey,213418,114875,53.82629394
2005,New Mexico,46531,21730,46.70004943
2005,New York,399089,218612,54.77775634
2005,North Carolina,177308,92550,52.19730638
2005,North Dakota,15157,8070,53.24272613
2005,Ohio,239988,118060,49.19412637
2005,Oklahoma,77466,40416,52.17256603
2005,Oregon,56637,27431,48.43300316
2005,Pennsylvania,237122,121167,51.09901232
2005,Rhode Island,22838,11781,51.5850775
2005,South Carolina,64999,46914,72.17649502
2005,South Dakota,18106,9064,50.06075334
2005,Tennessee,115767,60022,51.8472449
2005,Texas,607364,294547,48.49595959
2005,Utah,44499,22287,50.08427156
2005,Vermont,18899,8720,46.14000741
2005,Virginia,179688,93732,52.1637505
2005,Washington,111848,53125,47.4974966
2005,West Virginia,37979,19958,52.55009347
2005,Wisconsin,104018,60521,58.18319906
2005,Wyoming,14256,6657,46.69612795
2006,United States,6130686,3143003,51.26674242
2006,Alabama,103775,57757,55.65598651
2006,Alaska,17954,7912,44.06817422
2006,Arizona,100162,51376,51.29290549
2006,Arkansas,70673,32997,46.68968347
2006,California,579118,309222,53.39533567
2006,Colorado,93148,45841,49.21308026
2006,Connecticut,84669,39687,46.87311767
2006,Delaware,15473,7998,51.69004072
2006,District of Columbia,12372,5481,44.30164888
2006,Florida,314219,158962,50.58955697
2006,Georgia,218965,108535,49.56728244
2006,Hawaii,21059,11226,53.30737452
2006,Idaho,26018,14521,55.81136137
2006,Illinois,251769,133857,53.16659319
2006,Indiana,133096,60592,45.52503456
2006,Iowa,69080,35181,50.92790967
2006,Kansas,65537,33608,51.2809558
2006,Kentucky,97937,42413,43.30641126
2006,Louisiana,92612,44660,48.22269252
2006,Maine,35249,16684,47.3318392
2006,Maryland,111215,56685,50.96884413
2006,Massachusetts,138781,73596,53.03031395
2006,Michigan,204764,98069,47.89367272
2006,Minnesota,104489,51107,48.91136866
2006,Mississippi,67659,31433,46.45797307
2006,Missouri,128794,67076,52.08006584
2006,Montana,19611,10369,52.87338738
2006,Nebraska,41166,21359,51.88505077
2006,Nevada,32345,21744,67.22522801
2006,New Hampshire,32022,15536,48.51664481
2006,New Jersey,211893,112673,53.17447957
2006,New Mexico,47940,22021,45.93450146
2006,New York,373504,218989,58.63096513
2006,North Carolina,182107,95664,52.53175331
2006,North Dakota,15128,8003,52.90190375
2006,Ohio,238977,117982,49.36960461
2006,Oklahoma,81857,41833,51.10497575
2006,Oregon,60349,28346,46.97012378
2006,Pennsylvania,240409,122397,50.91198749
2006,Rhode Island,24267,14180,58.43326328
2006,South Carolina,67992,48212,70.90834216
2006,South Dakota,19018,9129,48.00189294
2006,Tennessee,114171,59596,52.19889464
2006,Texas,598513,302425,50.52939535
2006,Utah,45821,22993,50.18004845
2006,Vermont,19024,8851,46.52544155
2006,Virginia,233898,103944,44.43988405
2006,Washington,113845,53508,47.00074663
2006,West Virginia,38152,19940,52.26462571
2006,Wisconsin,105564,60127,56.95786442
2006,Wyoming,14526,6706,46.16549635
2007,United States,6153735,3166391,51.45478315
2007,Alabama,109839,56134,51.10570927
2007,Alaska,16854,7903,46.89094577
2007,Arizona,102390,52625,51.39662076
2007,Arkansas,71616,35089,48.99603441
2007,California,580141,307366,52.981258
2007,Colorado,97364,46973,48.24473111
2007,Connecticut,86709,39115,45.11065749
2007,Delaware,15403,8038,52.18463936
2007,District of Columbia,12177,5383,44.20629055
2007,Florida,321600,162851,50.63774876
2007,Georgia,227616,113597,49.90730001
2007,Hawaii,21061,11271,53.5159774
2007,Idaho,26312,14770,56.13408331
2007,Illinois,221661,140988,63.60523502
2007,Indiana,134678,61346,45.55012697
2007,Iowa,69690,35653,51.15942029
2007,Kansas,53762,35297,65.65417953
2007,Kentucky,98812,43371,43.89244221
2007,Louisiana,95226,45951,48.25467834
2007,Maine,36785,16826,45.74147071
2007,Maryland,113474,58443,51.5034281
2007,Massachusetts,136563,73157,53.57014711
2007,Michigan,212320,98037,46.17417106
2007,Minnesota,106701,51880,48.62184984
2007,Mississippi,68815,32351,47.01155271
2007,Missouri,131633,67521,51.29488806
2007,Montana,19005,10398,54.71191792
2007,Nebraska,42938,21459,49.97671061
2007,Nevada,33951,22908,67.47371211
2007,New Hampshire,32174,15515,48.22216697
2007,New Jersey,205319,112301,54.69586351
2007,New Mexico,46551,22016,47.29436532
2007,New York,373360,218879,58.62411613
2007,North Carolina,204549,112304,54.90322612
2007,North Dakota,15157,8007,52.8270766
2007,Ohio,242643,110459,45.52325845
2007,Oklahoma,81831,42206,51.57703071
2007,Oregon,62205,29940,48.13117917
2007,Pennsylvania,240558,123114,51.17850996
2007,Rhode Island,17912,11381,63.53841
2007,South Carolina,68833,49284,71.59937821
2007,South Dakota,17294,9070,52.44593501
2007,Tennessee,123218,62176,50.46016004
2007,Texas,616155,311649,50.57964311
2007,Utah,47365,23640,49.9102713
2007,Vermont,19232,8859,46.06385191
2007,Virginia,214464,79688,37.15681886
2007,Washington,102948,53743,52.20402533
2007,West Virginia,36717,19633,53.47114416
2007,Wisconsin,105033,59089,56.25755715
2007,Wyoming,15121,6737,44.55393162
2008,United States,6215635,3178142,51.13141296
2008,Alabama,111656,50420,45.15655227
2008,Alaska,16593,7613,45.88079311
2008,Arizona,104670,54032,51.62128595
2008,Arkansas,70331,33882,48.17505794
2008,California,583625,305230,52.29899336
2008,Colorado,99326,47761,48.08509353
2008,Connecticut,86762,39304,45.3009382
2008,Delaware,15524,8198,52.8085545
2008,District of Columbia,12532,6347,50.64634536
2008,Florida,329726,168737,51.17491493
2008,Georgia,235083,116857,49.70882624
