State,Year,Salary,CPI,Salary Adj
United States,2014,56610,234.9890000,63392.6572
United States,2015,57420,236.6704167,63842.89134
United States,2016,58353,238.2429167,64452.01891
United States,2017,59660,242.6751667,64692.09967
United States,2018,60477,248.1315000,64135.97084
United States,2019,62304,253.2578333,64736.07694
United States,2020,64133,257.2727500,65596.56554
United States,2021,65090,263.1439167,65090
Utah,2002,37414,178.1666667,55258.74555
Utah,2003,38413,182.0916667,55511.31173
Utah,2004,38976,186.1083333,55109.28561
Utah,2005,39456,191.7000000,54160.70097
Utah,2006,40007,198.9416667,52918.01788
Utah,2007,40566,204.1120000,52298.22903
Utah,2008,41615,211.6840000,51731.51533
Utah,2009,42335,214.6485833,51899.70294
Utah,2010,45885,216.7613333,55703.47087
Utah,2011,47033,221.0613333,55986.48866
Utah,2012,48159,227.5535000,55691.28966
Utah,2013,49393,231.3886667,56171.58205
Utah,2014,45695,234.9890000,51169.88996
Utah,2015,45848,236.6704167,50976.46956
Utah,2016,46887,238.2429167,51787.59979
Utah,2017,47244,242.6751667,51228.85613
Utah,2018,49655,248.1315000,52659.21974
Utah,2019,51858,253.2578333,53882.31057
Utah,2020,54678,257.2727500,55925.795
Utah,2021,56918,263.1439167,56918
Vermont,2002,39240,178.1666667,57955.66299
Vermont,2003,41603,182.0916667,60121.23765
Vermont,2004,42007,186.1083333,59394.90355
Vermont,2005,44535,191.7000000,61132.57344
Vermont,2006,46622,198.9416667,61667.80388
Vermont,2007,48370,204.1120000,62359.25006
Vermont,2008,46593,211.6840000,57919.65623
Vermont,2009,47884,214.6485833,58702.3828
Vermont,2010,49084,216.7613333,59586.99279
Vermont,2011,50141,221.0613333,59686.14649
Vermont,2012,51306,227.5535000,59330.49498
Vermont,2013,52526,231.3886667,59734.54779
Vermont,2014,55958,234.9890000,62662.53862
Vermont,2015,57642,236.6704167,64089.72384
Vermont,2016,58901,238.2429167,65057.29552
Vermont,2017,57349,242.6751667,62186.17539
Vermont,2018,60556,248.1315000,64219.75049
Vermont,2019,60672,253.2578333,63040.37076
Vermont,2020,61108,257.2727500,62502.53266
Vermont,2021,61547,263.1439167,61547
Virginia,2002,41731,178.1666667,61634.75465
Virginia,2003,43152,182.0916667,62359.72519
Virginia,2004,43655,186.1083333,61725.05807
Virginia,2005,42768,191.7000000,58707.03718
Virginia,2006,43823,198.9416667,57965.51348
Virginia,2007,44727,204.1120000,57662.64581
Virginia,2008,46796,211.6840000,58172.00508
Virginia,2009,48365,214.6485833,59292.05463
Virginia,2010,50015,216.7613333,60717.20814
Virginia,2011,48761,221.0613333,58043.44128
Virginia,2012,48703,227.5535000,56320.37377
Virginia,2013,48670,231.3886667,55349.35919
Virginia,2014,49826,234.9890000,55795.84062
Virginia,2015,50620,236.6704167,56282.25635
Virginia,2016,50834,238.2429167,56147.13775
Virginia,2017,51049,242.6751667,55354.79376
Virginia,2018,51994,248.1315000,55139.73358
Virginia,2019,53267,253.2578333,55346.3118
Virginia,2020,57665,257.2727500,58980.96069
Virginia,2021,59267,263.1439167,59267
Washington,2002,43464,178.1666667,64194.3154
Washington,2003,44949,182.0916667,64956.60195
Washington,2004,45434,186.1083333,64240.43725
Washington,2005,45718,191.7000000,62756.46104
Washington,2006,46326,198.9416667,61276.27906
Washington,2007,47882,204.1120000,61730.11395
Washington,2008,49884,211.6840000,62010.69112
Washington,2009,52567,214.6485833,64443.40816
Washington,2010,53003,216.7613333,64344.58028
Washington,2011,52926,221.0613333,63001.31608
Washington,2012,52232,227.5535000,60401.32565
Washington,2013,52234,231.3886667,59402.47438
Washington,2014,52969,234.9890000,59315.41528
Washington,2015,52502,236.6704167,58374.77327
Washington,2016,53738,238.2429167,59354.662
Washington,2017,54433,242.6751667,59024.22161
Washington,2018,55693,248.1315000,59062.52995
Washington,2019,73049,253.2578333,75900.51496
Washington,2020,76743,257.2727500,78494.33567
Washington,2021,79529,263.1439167,79529
West Virginia,2002,36751,178.1666667,54279.52525
West Virginia,2003,38508,182.0916667,55648.59792
West Virginia,2004,38461,186.1083333,54381.11232
West Virginia,2005,38360,191.7000000,52656.23705
West Virginia,2006,38284,198.9416667,50638.97309
West Virginia,2007,40531,204.1120000,52253.10656
West Virginia,2008,42529,211.6840000,52867.70673
West Virginia,2009,44701,214.6485833,54800.25089
West Virginia,2010,45959,216.7613333,55793.30538
West Virginia,2011,44260,221.0613333,52685.60348
West Virginia,2012,45320,227.5535000,52408.25697
West Virginia,2013,45453,231.3886667,51690.86549
West Virginia,2014,45086,234.9890000,50487.92338
West Virginia,2015,45783,236.6704167,50904.19879
West Virginia,2016,45622,238.2429167,50390.38278
West Virginia,2017,45555,242.6751667,49397.39524
West Virginia,2018,45642,248.1315000,48403.42578
West Virginia,2019,47681,253.2578333,49542.25868
West Virginia,2020,50238,257.2727500,51384.4707
West Virginia,2021,50261,263.1439167,50261
Wisconsin,2002,42232,178.1666667,62374.70845
Wisconsin,2003,42871,182.0916667,61953.64707
Wisconsin,2004,42882,186.1083333,60632.09117
Wisconsin,2005,44299,191.7000000,60808.61953
Wisconsin,2006,46390,198.9416667,61360.93308
Wisconsin,2007,47901,204.1120000,61754.609
Wisconsin,2008,49051,211.6840000,60975.19064
Wisconsin,2009,51121,214.6485833,62670.71487
Wisconsin,2010,51264,216.7613333,62233.46912
Wisconsin,2011,54195,221.0613333,64511.89065
Wisconsin,2012,53792,227.5535000,62205.31684
Wisconsin,2013,53797,231.3886667,61179.97691
Wisconsin,2014,53679,234.9890000,60110.48306
Wisconsin,2015,54535,236.6704167,60635.18076
Wisconsin,2016,54115,238.2429167,59771.06581
Wisconsin,2017,54998,242.6751667,59636.87726
Wisconsin,2018,51469,248.1315000,54582.97011
Wisconsin,2019,58277,253.2578333,60551.88039
Wisconsin,2020,59431,257.2727500,60787.2622
Wisconsin,2021,60038,263.1439167,60038
Wyoming,2002,37837,178.1666667,55883.49696
Wyoming,2003,37876,182.0916667,54735.28344
Wyoming,2004,39532,186.1083333,55895.42998
Wyoming,2005,40497,191.7000000,55589.66715
Wyoming,2006,43225,198.9416667,57174.52753
Wyoming,2007,50692,204.1120000,65352.80348
Wyoming,2008,53074,211.6840000,65976.17313
Wyoming,2009,54602,214.6485833,66938.17362
Wyoming,2010,55861,216.7613333,67814.13503
Wyoming,2011,56100,221.0613333,66779.53807
Wyoming,2012,57222,227.5535000,66171.78466
Wyoming,2013,56775,231.3886667,64566.67081
Wyoming,2014,56583,234.9890000,63362.42223
Wyoming,2015,57414,236.6704167,63836.22019
Wyoming,2016,58140,238.2429167,64216.75628
Wyoming,2017,58187,242.6751667,63094.85758
Wyoming,2018,58352,248.1315000,61882.40439
Wyoming,2019,58861,253.2578333,61158.67721
Wyoming,2020,59786,257.2727500,61150.36358
Wyoming,2021,60357,263.1439167,60357
